sl.no,State_Name,District_Name,Taluk,Village,Lattitude,Longitude
1,ARUNACHAL PRADESH,Anjaw,Anjaw,Anjaw,27.7576642,96.6237322
315,ARUNACHAL PRADESH,Changlang,Changlang,Leelong (Hydel Tinali ),27.1277575,95.7316276
316,ARUNACHAL PRADESH,Changlang,Changlang,Industrial Estate,27.1303482,95.7550159
317,ARUNACHAL PRADESH,Changlang,Bordumsa,Bijoypur-I Bl.I -III,27.1305856,95.7342373
644,ARUNACHAL PRADESH,Changlang,Khimiyong,New Longkey (New),27.13357,95.7626949
650,ARUNACHAL PRADESH,Changlang,Changlang,Ranglum,27.1390985,95.7521349
651,ARUNACHAL PRADESH,Changlang,Changlang,Old Changlang,27.1460421,95.7481671
664,ARUNACHAL PRADESH,Changlang,Changlang,Jungmaisung - II,27.1922771,95.8466824
666,ARUNACHAL PRADESH,Changlang,Changlang,Khuchep,27.1953594,95.8501254
667,ARUNACHAL PRADESH,Changlang,Manmao,Jonglimpathar,27.2039721,95.8786685
668,ARUNACHAL PRADESH,Changlang,Manmao,Walongtoi,27.2357496,95.9137216
669,ARUNACHAL PRADESH,Changlang,Manmao,Manmao,27.2517354,95.9274592
672,ARUNACHAL PRADESH,Changlang,Jairampur,Jairampur,27.2568757,95.9359378
673,ARUNACHAL PRADESH,Changlang,Khimiyong,Lungsang,27.2581489,95.9382284
675,ARUNACHAL PRADESH,Changlang,Namtok,Namdang(Namdang-I),27.272919,95.7023616
676,ARUNACHAL PRADESH,Changlang,Changlang,Kuchep - II ,27.2882354,95.9796149
678,ARUNACHAL PRADESH,Changlang,Manmao,New Kamlao,27.2925078,95.9849645
679,ARUNACHAL PRADESH,Changlang,Manmao,Old Kamlao,27.2933044,95.9842734
682,ARUNACHAL PRADESH,Changlang,Nampong,Nampong,27.2938168,96.1221231
684,ARUNACHAL PRADESH,Changlang,Jairampur,Chamro,27.30814,96.046329
685,ARUNACHAL PRADESH,Changlang,Jairampur,Longvi,27.3181098,96.0537261
688,ARUNACHAL PRADESH,Changlang,Miao,Khachang,27.3549735,96.0226965
689,ARUNACHAL PRADESH,Changlang,Changlang,Changlang,27.7576642,96.6237322
693,ARUNACHAL PRADESH,Dibang Valley,Etalin,Aranli,28.411232,95.941864
694,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Aliney,28.414621,95.865364
695,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Kano,28.42861,95.880089
696,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Akaya,28.440899,95.862907
697,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),New Anaya,28.455206,95.849396
698,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Awali,28.456212,95.876354
699,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),173 K.M. Point,28.462597,95.846252
700,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),132 K.M. Point,28.470301,95.844063
701,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Ranli,28.48072,95.846748
702,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Esuli,28.48761,95.826156
703,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Embolin,28.515452,95.837359
704,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Karo,28.525511,95.851341
705,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Endolin,28.526002,95.838744
706,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Asili,28.526808,95.864365
707,ARUNACHAL PRADESH,Dibang Valley,Kronli (Arzoo circle),Ichigo,28.533705,95.873001
708,ARUNACHAL PRADESH,Dibang Valley,Etalin,Angolin,28.56806,95.8178329
709,ARUNACHAL PRADESH,Dibang Valley,Etalin,Aprunli,28.589621,95.817001
710,ARUNACHAL PRADESH,Dibang Valley,Etalin,Eranli,28.602159,95.785461
711,ARUNACHAL PRADESH,Dibang Valley,Etalin,Etalin Bridge Point,28.60612,95.859192
712,ARUNACHAL PRADESH,Dibang Valley,Etalin,Etalin,28.6078549,95.8719883
714,ARUNACHAL PRADESH,Dibang Valley,Etalin,Amuchi,28.619595,95.898903
715,ARUNACHAL PRADESH,Dibang Valley,Etalin,Aruli,28.623445,95.888252
716,ARUNACHAL PRADESH,Dibang Valley,Etalin,New Echanli,28.626747,95.872894
717,ARUNACHAL PRADESH,Dibang Valley,Etalin,Apunli,28.627367,95.837853
718,ARUNACHAL PRADESH,Dibang Valley,Etalin,New Arope(Hipui),28.6356038,95.8604439
719,ARUNACHAL PRADESH,Dibang Valley,Etalin,New Etalin,28.636355,95.866894
720,ARUNACHAL PRADESH,Dibang Valley,Anini ,Punli,28.638725,95.934494
722,ARUNACHAL PRADESH,Dibang Valley,Etalin,Aruko,28.64052,95.972916
723,ARUNACHAL PRADESH,Dibang Valley,Etalin,Anose,28.640793,95.988174
724,ARUNACHAL PRADESH,Dibang Valley,Etalin,Chipuli,28.64468,95.967819
725,ARUNACHAL PRADESH,Dibang Valley,Etalin,New Arope,28.6447088,95.9185182
726,ARUNACHAL PRADESH,Dibang Valley,Etalin,Aunli,28.649769,95.96421
727,ARUNACHAL PRADESH,Dibang Valley,Etalin,Athunli,28.664082,95.9872819
728,ARUNACHAL PRADESH,Dibang Valley,Anini ,Granli,28.673786,95.813599
729,ARUNACHAL PRADESH,Dibang Valley,Etalin,Maliney,28.6756598,96.1533613
730,ARUNACHAL PRADESH,Dibang Valley,Etalin,Sunil,28.676111,96.042702
731,ARUNACHAL PRADESH,Dibang Valley,Anini ,Emiya,28.678788,95.83136
732,ARUNACHAL PRADESH,Dibang Valley,Etalin,Edilin,28.680962,95.970795
733,ARUNACHAL PRADESH,Dibang Valley,Etalin,Mawali,28.6813,96.024489
734,ARUNACHAL PRADESH,Dibang Valley,Anini ,Akunli,28.683729,96.04041
736,ARUNACHAL PRADESH,Dibang Valley,Anini ,Cheya,28.685801,95.799454
737,ARUNACHAL PRADESH,Dibang Valley,Etalin,Apanli,28.688404,96.067154
738,ARUNACHAL PRADESH,Dibang Valley,Anini ,Akobe,28.700121,95.822968
739,ARUNACHAL PRADESH,Dibang Valley,Anini ,Ayeso,28.724035,95.858017
740,ARUNACHAL PRADESH,Dibang Valley,Anini ,Yuron,28.729902,95.8430939
741,ARUNACHAL PRADESH,Dibang Valley,Anini ,Aguli,28.765791,95.837921
742,ARUNACHAL PRADESH,Dibang Valley,Anini ,Immuli,28.787035,95.824913
743,ARUNACHAL PRADESH,Dibang Valley,Anini ,Matoli,28.788517,95.839249
744,ARUNACHAL PRADESH,Dibang Valley,Anini ,Baro,28.7940818,95.8991737
745,ARUNACHAL PRADESH,Dibang Valley,Anini ,Kadeli,28.795261,95.866959
746,ARUNACHAL PRADESH,Dibang Valley,Anini ,Amuli,28.7961473,95.8846226
748,ARUNACHAL PRADESH,Dibang Valley,Anini ,Anini ,28.7979562,95.9013541
750,ARUNACHAL PRADESH,Dibang Valley,Anini ,Larango,28.806797,95.900459
751,ARUNACHAL PRADESH,Dibang Valley,Anini ,Angulin,28.811747,95.852776
783,ARUNACHAL PRADESH,Dibang Valley,Dibang Valley,Dibang Valley,28.8128767,96.1526985
815,ARUNACHAL PRADESH,Dibang Valley,Anini ,Etabe,28.818026,95.911018
816,ARUNACHAL PRADESH,Dibang Valley,Anini ,Makuni,28.818047,95.862083
817,ARUNACHAL PRADESH,Dibang Valley,Anini ,Ahunli,28.830784,95.91571
818,ARUNACHAL PRADESH,Dibang Valley,Anelih,Anelih H.Q.,28.832029,95.889641
819,ARUNACHAL PRADESH,Dibang Valley,Anini ,Alinye,28.832523,95.944405
820,ARUNACHAL PRADESH,Dibang Valley,Anini ,Rilley,28.845331,95.960574
821,ARUNACHAL PRADESH,Dibang Valley,Anini ,Mihundo,28.847824,95.908203
822,ARUNACHAL PRADESH,Dibang Valley,Anini ,Atalin,28.84864,95.931076
823,ARUNACHAL PRADESH,Dibang Valley,Anini ,Aropo,28.854588,95.920639
824,ARUNACHAL PRADESH,Dibang Valley,Anini ,Achali,28.855797,95.942612
825,ARUNACHAL PRADESH,Dibang Valley,Anini ,Maro,28.86027,95.856209
826,ARUNACHAL PRADESH,Dibang Valley,Anini ,Gipulin,28.87348,95.933632
827,ARUNACHAL PRADESH,Dibang Valley,Mipi,Maronli,28.89514,95.81356
828,ARUNACHAL PRADESH,Dibang Valley,Mipi,Alombro,28.905399,95.7656329
829,ARUNACHAL PRADESH,Dibang Valley,Anini ,Angrim Valley,28.907759,95.9494859
831,ARUNACHAL PRADESH,Dibang Valley,Mipi,Emuli,28.92177,95.816055
832,ARUNACHAL PRADESH,Dibang Valley,Anini ,Acheso,28.9246008,95.9746658
833,ARUNACHAL PRADESH,Dibang Valley,Mipi,Mipi,28.9494806,95.8141444
834,ARUNACHAL PRADESH,Dibang Valley,Mipi,Brango,28.952282,95.773353
835,ARUNACHAL PRADESH,Dibang Valley,Mipi,Mipido,28.967396,95.764397
836,ARUNACHAL PRADESH,Dibang Valley,Mipi,Mipi H.Q.,28.985626,95.760101
838,ARUNACHAL PRADESH,Dibang Valley,Mipi,Engolin,28.988585,95.776916
839,ARUNACHAL PRADESH,Dibang Valley,Mipi,Abali,28.997067,95.7636799
840,ARUNACHAL PRADESH,Dibang Valley,Mipi,Beyanli,29.005173,95.772293
841,ARUNACHAL PRADESH,East Kameng,Seijosa ,Monai,26.925092,93.031653
842,ARUNACHAL PRADESH,East Kameng,Seijosa ,Dirring,26.927517,93.084598
843,ARUNACHAL PRADESH,East Kameng,Seijosa ,Lower Seijosa,26.929318,93.0076519
844,ARUNACHAL PRADESH,East Kameng,Seijosa ,Giladhari,26.929756,93.053835
845,ARUNACHAL PRADESH,East Kameng,Seijosa ,Niti Darlong,26.93045,93.011887
846,ARUNACHAL PRADESH,East Kameng,Dissing-Passo ,Namorah ,26.934515,93.125183
847,ARUNACHAL PRADESH,East Kameng,Seijosa ,Darlong,26.936234,93.008087
848,ARUNACHAL PRADESH,East Kameng,Seijosa ,West Dekorai,26.938456,92.990235
849,ARUNACHAL PRADESH,East Kameng,Dissing-Passo ,Baliso,26.939661,93.155388
850,ARUNACHAL PRADESH,East Kameng,Seijosa ,Upper Seijosa,26.946018,93.0194549
851,ARUNACHAL PRADESH,East Kameng,Dissing-Passo ,Pathe ,26.95137,92.9872819
852,ARUNACHAL PRADESH,East Kameng,Dissing-Passo ,Dikalmukh,26.951468,93.213882
853,ARUNACHAL PRADESH,East Kameng,Dissing-Passo ,Lasum Pathe ,26.952784,93.0026929
854,ARUNACHAL PRADESH,East Kameng,Seijosa ,Bali Basti,26.957443,93.021797
855,ARUNACHAL PRADESH,East Kameng,Seijosa ,Seijosa ,26.9585084,93.0109613
856,ARUNACHAL PRADESH,East Kameng,Dissing-Passo ,Dipik,26.962387,93.3349379
857,ARUNACHAL PRADESH,East Kameng,Seijosa ,A - 2  Block ,26.964638,93.027725
858,ARUNACHAL PRADESH,East Kameng,Seijosa ,A - 3  Block ,26.968451,93.0337909
859,ARUNACHAL PRADESH,East Kameng,Seijosa ,Khari,26.970581,92.927429
860,ARUNACHAL PRADESH,East Kameng,Seijosa ,Rodoso,26.973029,93.379037
861,ARUNACHAL PRADESH,East Kameng,Seijosa ,Mobuso -1,26.975079,93.057968
862,ARUNACHAL PRADESH,East Kameng,Seijosa ,Mobuso - II,26.983709,93.026276
863,ARUNACHAL PRADESH,East Kameng,Seijosa ,Morgaso,26.995411,93.023315
864,ARUNACHAL PRADESH,East Kameng,Dissing-Passo ,Dissing-Passo ,27.005098,93.01384
866,ARUNACHAL PRADESH,East Kameng,Seijosa ,Taro Boso,27.015551,93.0152279
867,ARUNACHAL PRADESH,East Kameng,Seijosa ,Dibru,27.017794,93.038768
868,ARUNACHAL PRADESH,East Kameng,Dissing-Passo ,Tayarso ,27.025553,93.308311
869,ARUNACHAL PRADESH,East Kameng,Seijosa ,Jolly,27.026073,93.041847
870,ARUNACHAL PRADESH,East Kameng,Seijosa ,Lanka     ,27.062412,93.037529
871,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Palov,27.131475,93.1582789
872,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Along Topte,27.142555,93.200828
873,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Munglong,27.144072,93.219223
874,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Keko,27.146591,93.209877
875,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Sede,27.151547,93.284729
876,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Sede Pakke Keshang,27.151838,93.271055
877,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Taoso,27.154348,93.257988
878,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Hote Veo,27.158236,93.299454
879,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Zeraso,27.158833,93.269791
880,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Lodoso,27.161333,93.135031
881,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Khodaso,27.166647,93.307564
882,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Longpong,27.169928,93.2931289
883,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Seramso,27.171014,93.155121
884,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Rilloh,27.189976,93.162529
885,ARUNACHAL PRADESH,East Kameng,Khenewa ,Langri I.A.Y.Village,27.194353,93.128891
886,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Doik,27.201403,93.15239
887,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Yarte Pobe,27.201527,93.096725
888,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Chumgong,27.204687,93.112579
890,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Gumte,27.205189,93.171516
891,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Diderso,27.206873,93.109711
892,ARUNACHAL PRADESH,East Kameng,Richukrong,Wote,27.207291,92.901588
893,ARUNACHAL PRADESH,East Kameng,Richukrong,Lelung,27.209969,92.920181
895,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Seba,27.21137,93.041511
896,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Mado,27.212652,93.103523
897,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Pakro,27.218998,93.081314
898,ARUNACHAL PRADESH,East Kameng,Pakke-Kessang ,Jollang,27.221874,93.104881
899,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Ningcho,27.228556,93.040421
900,ARUNACHAL PRADESH,East Kameng,Seppa ,Champing,27.231997,92.929962
901,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Taroyar,27.232952,93.074402
902,ARUNACHAL PRADESH,East Kameng,Richukrong,Bana Camp,27.247658,92.897278
903,ARUNACHAL PRADESH,East Kameng,Seppa ,Neking ,27.24852,92.948074
905,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),New Nere,27.253359,93.045669
906,ARUNACHAL PRADESH,East Kameng,Richukrong,Yashing ,27.255053,92.888412
907,ARUNACHAL PRADESH,East Kameng,Richukrong,Bana Village ,27.258402,92.920441
908,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Pipukoro,27.259716,93.074043
909,ARUNACHAL PRADESH,East Kameng,Seppa ,Watte ,27.261089,92.948189
910,ARUNACHAL PRADESH,East Kameng,Richukrong,Pochung ,27.264038,92.903923
911,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Palin,27.267471,93.163918
912,ARUNACHAL PRADESH,East Kameng,Richukrong,Pankar ,27.2729,92.906357
913,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Lumdung,27.272913,93.073769
914,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Chamte,27.279818,93.152649
915,ARUNACHAL PRADESH,East Kameng,Richukrong,Sapong ,27.283815,92.900886
916,ARUNACHAL PRADESH,East Kameng,Seppa ,Kotto ,27.286179,93.007706
917,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Gumtung,27.289015,93.191795
918,ARUNACHAL PRADESH,East Kameng,Seppa ,Narangawa ,27.290911,93.020248
920,ARUNACHAL PRADESH,East Kameng,Richukrong,Kitchang ,27.291641,92.886955
921,ARUNACHAL PRADESH,East Kameng,Richukrong,Kafla ,27.296047,92.955498
922,ARUNACHAL PRADESH,East Kameng,Richukrong,Chijang ,27.29649,92.851326
923,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Patiwa,27.2979797,93.0363399
925,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Rasi,27.301235,93.19825
926,ARUNACHAL PRADESH,East Kameng,Richukrong,Silla ,27.302275,92.906372
927,ARUNACHAL PRADESH,East Kameng,Seppa ,Nepuwa,27.307062,93.071816
928,ARUNACHAL PRADESH,East Kameng,Seppa ,Pampoli ,27.307707,93.031166
929,ARUNACHAL PRADESH,East Kameng,Richukrong,Pitchang,27.30789,92.834931
930,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Patha,27.311363,93.139748
931,ARUNACHAL PRADESH,East Kameng,Seppa ,Tata Tara,27.311794,93.062676
932,ARUNACHAL PRADESH,East Kameng,Seppa ,Fengche,27.314976,92.94062
933,ARUNACHAL PRADESH,East Kameng,Richukrong,New Sapong ,27.315401,92.817642
934,ARUNACHAL PRADESH,East Kameng,Seppa ,Nichoba ,27.315903,93.004074
935,ARUNACHAL PRADESH,East Kameng,Seppa ,Wessang,27.322176,93.039909
936,ARUNACHAL PRADESH,East Kameng,Seppa ,Tarang Yangse ,27.322725,93.022377
937,ARUNACHAL PRADESH,East Kameng,Seppa ,Kakukao,27.32942,93.082832
938,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Tengri,27.333721,93.239105
939,ARUNACHAL PRADESH,East Kameng,Seppa ,Rang,27.345528,93.039475
940,ARUNACHAL PRADESH,East Kameng,Seppa ,Seppa ,27.3610123,93.0400945
941,ARUNACHAL PRADESH,East Kameng,Richukrong,Talomsima,27.361939,92.846375
942,ARUNACHAL PRADESH,East Kameng,Seppa ,Sengriwa ,27.362051,93.0513299
943,ARUNACHAL PRADESH,East Kameng,Seppa ,Tallong – II ,27.367806,93.046127
944,ARUNACHAL PRADESH,East Kameng,Seppa ,Tassomlora ,27.369156,93.090141
945,ARUNACHAL PRADESH,East Kameng,Richukrong,Yangsey ,27.370123,93.001343
946,ARUNACHAL PRADESH,East Kameng,Seppa ,Donigaon,27.372488,93.058693
947,ARUNACHAL PRADESH,East Kameng,Seppa ,Tallong – I ,27.374285,93.040314
948,ARUNACHAL PRADESH,East Kameng,Seppa ,Hamba – Pinda ,27.375153,92.9753719
949,ARUNACHAL PRADESH,East Kameng,Seppa ,Loffa,27.378458,93.0186
950,ARUNACHAL PRADESH,East Kameng,Richukrong,Mongrang,27.38241,92.835693
951,ARUNACHAL PRADESH,East Kameng,Gyawe Purang ,Serewa ,27.384491,93.119942
952,ARUNACHAL PRADESH,East Kameng,Richukrong,Richukrong,27.387514,92.828125
954,ARUNACHAL PRADESH,East Kameng,Seppa ,Pakoti ,27.390455,93.024201
955,ARUNACHAL PRADESH,East Kameng,Gyawe Purang ,Nerewa ,27.394947,93.152123
956,ARUNACHAL PRADESH,East Kameng,Richukrong,Chamduk Leyak ,27.396301,92.834503
957,ARUNACHAL PRADESH,East Kameng,Seppa ,Pabua ,27.397125,93.075729
958,ARUNACHAL PRADESH,East Kameng,Gyawe Purang ,Laimoya,27.397703,93.101089
959,ARUNACHAL PRADESH,East Kameng,Seppa ,Kamsa ,27.401497,93.003914
960,ARUNACHAL PRADESH,East Kameng,Seppa ,Mebuwa  -  I,27.410479,93.039306
961,ARUNACHAL PRADESH,East Kameng,Gyawe Purang ,Jejudada ,27.411238,93.096001
962,ARUNACHAL PRADESH,East Kameng,Seppa ,Mebuwa  -  III,27.414408,93.0515209
963,ARUNACHAL PRADESH,East Kameng,Seppa ,Mebuwa  -  II,27.416164,93.040627
964,ARUNACHAL PRADESH,East Kameng,Seppa ,Richa,27.423065,93.0175019
965,ARUNACHAL PRADESH,East Kameng,Bameng ,Babey Camp,27.4231261,93.0175712
1071,ARUNACHAL PRADESH,East Kameng,Seppa ,Mogkhra,27.42713,93.050713
1072,ARUNACHAL PRADESH,East Kameng,Gyawe Purang ,Tagang Warang ,27.43259,93.126923
1073,ARUNACHAL PRADESH,East Kameng,Seppa ,Weshy,27.432951,93.019043
1074,ARUNACHAL PRADESH,East Kameng,Seppa ,Kampu,27.43626,93.012688
1075,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Debiwa Sollung,27.439108,93.065262
1076,ARUNACHAL PRADESH,East Kameng,Seppa ,Nyari Welly Model Village,27.439156,93.002129
1077,ARUNACHAL PRADESH,East Kameng,Lada ,Jarkam,27.43977,92.792854
1078,ARUNACHAL PRADESH,East Kameng,Gyawe Purang ,Papiwa  Sullung,27.441391,93.171356
1079,ARUNACHAL PRADESH,East Kameng,Seppa ,12th Mile Camp,27.443291,93.007561
1080,ARUNACHAL PRADESH,East Kameng,Seppa ,Mebua Camp,27.443705,93.014557
1081,ARUNACHAL PRADESH,East Kameng,Gyawe Purang ,Richi Lamgu ,27.44482,93.135338
1082,ARUNACHAL PRADESH,East Kameng,Seppa ,Ramgung,27.446323,93.024033
1083,ARUNACHAL PRADESH,East Kameng,Pizirang(Veo),Kamrung(Neping),27.449013,93.030403
1085,ARUNACHAL PRADESH,East Kameng,Lada ,Sekang,27.449686,92.807213
1086,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Kotte Camp,27.449989,93.1032029
1087,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Attarang,27.451094,93.0690149
1088,ARUNACHAL PRADESH,East Kameng,Seppa ,Tallong – III,27.455561,93.046173
1089,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Kawa Dada,27.45838,93.077248
1090,ARUNACHAL PRADESH,East Kameng,Seppa ,Pachi Camp,27.459179,93.050209
1091,ARUNACHAL PRADESH,East Kameng,Bameng ,Gidi Sullung ,27.473434,92.919304
1092,ARUNACHAL PRADESH,East Kameng,Bameng ,18th Mile Camp,27.474216,93.04245
1093,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Kapu  Dada ,27.474266,93.089249
1094,ARUNACHAL PRADESH,East Kameng,Lada ,Rapung,27.486683,92.814232
1095,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Lozi,27.488867,93.089821
1096,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Fachang,27.4908322,93.0407203
1097,ARUNACHAL PRADESH,East Kameng,Lada ,Lower Liyak,27.492321,92.856979
1098,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Tabri ,27.494396,93.06871
1099,ARUNACHAL PRADESH,East Kameng,Gyawe Purang ,Dipu Lamgu ,27.494551,93.134499
1100,ARUNACHAL PRADESH,East Kameng,Bameng ,Londa ,27.495262,93.038216
1101,ARUNACHAL PRADESH,East Kameng,Bameng ,Lengdi/Liang ,27.5000501,92.9353883
1102,ARUNACHAL PRADESH,East Kameng,Pipu-Dipu ,Moku Sullong,27.500362,93.195824
1103,ARUNACHAL PRADESH,East Kameng,Bameng ,Rikhung ,27.5004698,93.0019362
