sl.no,State_Name,District_Name,Taluk,Village,Lattitude,Longitude
5048,ARUNACHAL PRADESH,West Kameng,Bhalukpong,Elephant Flat,27.074223,92.588921
5049,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Brokpalangchen,27.076221,92.099602
5050,ARUNACHAL PRADESH,West Kameng,Bhalukpong,Sessa,27.079458,92.529388
5051,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Kamallangchen,27.08279,92.208443
5052,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Samphung,27.08857,92.122429
5053,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Chingi,27.09124,92.110847
5054,ARUNACHAL PRADESH,West Kameng,Singchung ,Chaku,27.09203,92.438888
5055,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Kalaktang Village,27.092279,92.13311
5056,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Kalaktang ,27.096537,92.1259
5058,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Samteng,27.102449,92.11425
5060,ARUNACHAL PRADESH,West Kameng,Shergaon ,Shergaon ,27.104866,92.272133
5061,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Warrangpam,27.10544,92.083702
5062,ARUNACHAL PRADESH,West Kameng,Shergaon ,Tenzingaon,27.109577,92.258247
5063,ARUNACHAL PRADESH,West Kameng,Singchung ,Ramalingpam,27.122766,92.46991
5064,ARUNACHAL PRADESH,West Kameng,Rupa ,Jungpam,27.126659,92.4159619
5065,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Sumdrung,27.130426,92.068169
5066,ARUNACHAL PRADESH,West Kameng,Shergaon ,Mushaksing,27.150124,92.33052
5067,ARUNACHAL PRADESH,West Kameng,Jamiri ,Nechiphu,27.150265,92.609398
5068,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Sanglem,27.161993,92.2060769
5069,ARUNACHAL PRADESH,West Kameng,Rupa ,Brokpublang,27.163342,92.424103
5070,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Morshing,27.164997,92.216728
5071,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Domkho,27.165403,92.230484
5072,ARUNACHAL PRADESH,West Kameng,Rupa ,Thungri,27.1656966,92.3943223
5073,ARUNACHAL PRADESH,West Kameng,Kalaktang ,Lazala Gompa,27.166262,92.197327
5074,ARUNACHAL PRADESH,West Kameng,Shergaon ,Jigaon,27.167717,92.337318
5075,ARUNACHAL PRADESH,West Kameng,Jamiri ,Kimi Village,27.17267,92.699516
5076,ARUNACHAL PRADESH,West Kameng,Rupa ,Lumbaktang,27.17507,92.354668
5077,ARUNACHAL PRADESH,West Kameng,Jamiri ,Jamiri Point,27.176231,92.591781
5078,ARUNACHAL PRADESH,West Kameng,Jamiri ,Khupi Forest Office Complex,27.178417,92.67408
5079,ARUNACHAL PRADESH,West Kameng,Singchung ,Lama Gompa,27.179937,92.49466
5080,ARUNACHAL PRADESH,West Kameng,Jamiri ,Dedza,27.180155,92.575424
5081,ARUNACHAL PRADESH,West Kameng,Jamiri ,Jamiri ,27.183481,92.599457
5083,ARUNACHAL PRADESH,West Kameng,Rupa ,Membachur,27.18614,92.304199
5084,ARUNACHAL PRADESH,West Kameng,Singchung ,Dahung River Side-II,27.187534,92.500969
5085,ARUNACHAL PRADESH,West Kameng,Rupa ,Chillipam,27.1878845,92.3856817
5086,ARUNACHAL PRADESH,West Kameng,Singchung ,Dahung River Side-I,27.189692,92.492363
5087,ARUNACHAL PRADESH,West Kameng,Jamiri ,Jamiri Village,27.19195,92.599182
5088,ARUNACHAL PRADESH,West Kameng,Rupa ,Mukuthing,27.192459,92.323021
5089,ARUNACHAL PRADESH,West Kameng,Singchung ,Tenga Village,27.194416,92.439064
5090,ARUNACHAL PRADESH,West Kameng,Singchung ,Singchung ,27.1951875,92.4733971
5091,ARUNACHAL PRADESH,West Kameng,Singchung ,Tenga Valley,27.1953855,92.4623214
5092,ARUNACHAL PRADESH,West Kameng,Singchung ,Nag Mandir,27.195847,92.494247
5093,ARUNACHAL PRADESH,West Kameng,Dirang ,Bamrok Village,27.197357,92.2696069
5094,ARUNACHAL PRADESH,West Kameng,Rupa ,Dikshipam,27.200865,92.340042
5095,ARUNACHAL PRADESH,West Kameng,Rupa ,Rupa ,27.2030919,92.3986432
5096,ARUNACHAL PRADESH,West Kameng,Singchung ,New Kaspi,27.204061,92.549408
5097,ARUNACHAL PRADESH,West Kameng,Singchung ,14 BRTF Labour Camp,27.204525,92.484268
5098,ARUNACHAL PRADESH,West Kameng,Dirang ,Khellong,27.207153,92.272751
5102,ARUNACHAL PRADESH,West Kameng,Jamiri ,Khupi Model Village,27.208633,92.674004
5103,ARUNACHAL PRADESH,West Kameng,Singchung ,Tenga Market,27.2115217,92.4487422
5104,ARUNACHAL PRADESH,West Kameng,Singchung ,Dahung ,27.212374,92.505966
5105,ARUNACHAL PRADESH,West Kameng,Singchung ,Dikhiyang,27.2137637,92.465935
5106,ARUNACHAL PRADESH,West Kameng,Jamiri ,Hussigaon,27.214804,92.633011
5107,ARUNACHAL PRADESH,West Kameng,Rupa ,Dukumpani,27.223545,92.417618
5108,ARUNACHAL PRADESH,West Kameng,Singchung ,Wanghoo,27.229111,92.436714
5109,ARUNACHAL PRADESH,West Kameng,Jamiri ,Gohainthan,27.23221,92.669945
5110,ARUNACHAL PRADESH,West Kameng,Dirang ,Mandalaphudung,27.23288,92.248871
5111,ARUNACHAL PRADESH,West Kameng,Bomdila,Sera Village,27.239117,92.437485
5112,ARUNACHAL PRADESH,West Kameng,Jamiri ,Buragaon,27.248001,92.685699
5113,ARUNACHAL PRADESH,West Kameng,Jamiri ,Maraka,27.253305,92.64534
5114,ARUNACHAL PRADESH,West Kameng,Singchung ,Ditching,27.258965,92.654945
5115,ARUNACHAL PRADESH,West Kameng,Thrizino ,Ramdagania,27.260227,92.739281
5116,ARUNACHAL PRADESH,West Kameng,Singchung ,Lichini,27.264318,92.626389
5117,ARUNACHAL PRADESH,West Kameng,Bomdila,Bomdila,27.2644943,92.4159308
5119,ARUNACHAL PRADESH,West Kameng,Singchung ,Namfri,27.269449,92.546341
5120,ARUNACHAL PRADESH,West Kameng,Singchung ,Chittu,27.269482,92.602615
5121,ARUNACHAL PRADESH,West Kameng,Singchung ,Bichom,27.269949,92.574219
5122,ARUNACHAL PRADESH,West Kameng,Singchung ,Ramu,27.270416,92.588944
5123,ARUNACHAL PRADESH,West Kameng,Singchung ,Mago Pam,27.280687,92.540779
5124,ARUNACHAL PRADESH,West Kameng,Singchung ,Sachida,27.283333,92.566667
5125,ARUNACHAL PRADESH,West Kameng,Thrizino ,Palizi,27.284828,92.79567
5126,ARUNACHAL PRADESH,West Kameng,Thrizino ,Sube,27.2930582,92.7765973
5127,ARUNACHAL PRADESH,West Kameng,Thrizino ,Baliphoo,27.293097,92.799812
5128,ARUNACHAL PRADESH,West Kameng,Thrizino ,Palatari,27.2980126,92.7448719
5129,ARUNACHAL PRADESH,West Kameng,Thrizino ,Kamsiri,27.298477,92.688484
5130,ARUNACHAL PRADESH,West Kameng,Thrizino ,Tania,27.3007524,92.7725563
5131,ARUNACHAL PRADESH,West Kameng,Thrizino ,Thessa,27.301214,92.696487
5132,ARUNACHAL PRADESH,West Kameng,Thrizino ,Karangania,27.3058153,92.722181
5133,ARUNACHAL PRADESH,West Kameng,Dirang ,Rahung,27.3103805,92.3949395
5134,ARUNACHAL PRADESH,West Kameng,Thrizino ,Tuluhi,27.3121604,92.7679063
5135,ARUNACHAL PRADESH,West Kameng,Thrizino ,Dizangania,27.312983,92.780334
5136,ARUNACHAL PRADESH,West Kameng,Thrizino ,Kaya Valley Village,27.313177,92.806671
5137,ARUNACHAL PRADESH,West Kameng,Thrizino ,Yayung,27.317686,92.715225
5138,ARUNACHAL PRADESH,West Kameng,Dirang ,Yangdarko Village,27.318481,92.302704
5139,ARUNACHAL PRADESH,West Kameng,Dirang ,Darbu,27.320293,92.358543
5140,ARUNACHAL PRADESH,West Kameng,Dirang ,Salari,27.3205769,92.454345
5141,ARUNACHAL PRADESH,West Kameng,Thrizino ,Kararamu,27.3209046,92.7425249
5142,ARUNACHAL PRADESH,West Kameng,Dirang ,Khorung Village,27.324018,92.306572
5143,ARUNACHAL PRADESH,West Kameng,Dirang ,Dangsing Village,27.324972,92.3580549
5144,ARUNACHAL PRADESH,West Kameng,Dirang ,Khoitam,27.3272356,92.4394029
5145,ARUNACHAL PRADESH,West Kameng,Dirang ,Sagar Village,27.327759,92.3101049
5146,ARUNACHAL PRADESH,West Kameng,Dirang ,Munna Camp,27.328249,92.320679
5147,ARUNACHAL PRADESH,West Kameng,Thrizino ,Pharizin,27.3303913,92.7435137
5148,ARUNACHAL PRADESH,West Kameng,Dirang ,Tsokphuisa Village,27.331026,92.311935
5149,ARUNACHAL PRADESH,West Kameng,Dirang ,Rangshing Village,27.334181,92.293991
5150,ARUNACHAL PRADESH,West Kameng,Dirang ,Zimthung Village,27.335159,92.306572
5151,ARUNACHAL PRADESH,West Kameng,Dirang ,Moising Village,27.335581,92.317383
5152,ARUNACHAL PRADESH,West Kameng,Thembang ,Thembang ,27.335598,92.407936
5154,ARUNACHAL PRADESH,West Kameng,Dirang ,Broksarthang,27.336754,92.208176
5155,ARUNACHAL PRADESH,West Kameng,Thrizino ,Thrizino ,27.3382336,92.7614161
5157,ARUNACHAL PRADESH,West Kameng,Dirang ,Namthung,27.33839,92.305878
5158,ARUNACHAL PRADESH,West Kameng,Dirang ,Phadam Village,27.33991,92.292076
5159,ARUNACHAL PRADESH,West Kameng,Dirang ,Khagoksa Village,27.340487,92.309959
5160,ARUNACHAL PRADESH,West Kameng,Nafra ,Jerigaon,27.340668,92.486595
5161,ARUNACHAL PRADESH,West Kameng,Balemu ,1100 Chain PWD camp,27.3427633,92.302446
5238,ARUNACHAL PRADESH,West Kameng,Thembang ,Lachong,27.342785,92.403778
5239,ARUNACHAL PRADESH,West Kameng,Dirang ,Namsalo Village,27.343224,92.285225
5240,ARUNACHAL PRADESH,West Kameng,Dirang ,Sanglan Village,27.343639,92.265862
5241,ARUNACHAL PRADESH,West Kameng,Thrizino ,Giziri,27.3438895,92.7483653
5242,ARUNACHAL PRADESH,West Kameng,Dirang ,Ngairibaksa,27.344927,92.283913
5243,ARUNACHAL PRADESH,West Kameng,Thrizino ,Sakrin,27.3460128,92.7404895
5244,ARUNACHAL PRADESH,West Kameng,Dirang ,Nabdi Village,27.346573,92.2811739
5245,ARUNACHAL PRADESH,West Kameng,Dirang ,Yewang,27.346796,92.262764
5246,ARUNACHAL PRADESH,West Kameng,Thembang ,Cherrong,27.347038,92.3768769
5247,ARUNACHAL PRADESH,West Kameng,Dirang ,Barchipam,27.347389,92.282364
5248,ARUNACHAL PRADESH,West Kameng,Dirang ,Chaksem Village,27.347914,92.2771379
5249,ARUNACHAL PRADESH,West Kameng,Dirang ,Attapai Village,27.348423,92.281319
5250,ARUNACHAL PRADESH,West Kameng,Dirang ,Showda Village,27.349403,92.281181
5251,ARUNACHAL PRADESH,West Kameng,Nafra ,Saidle,27.351591,92.49984
5252,ARUNACHAL PRADESH,West Kameng,Thembang ,Panchavati,27.356136,92.381668
5253,ARUNACHAL PRADESH,West Kameng,Thembang ,Namsu,27.356585,92.339783
5254,ARUNACHAL PRADESH,West Kameng,Dirang ,Sappercamp Vill.,27.357006,92.185684
5255,ARUNACHAL PRADESH,West Kameng,Dirang ,Lubrang,27.357157,92.204773
5256,ARUNACHAL PRADESH,West Kameng,Dirang ,Dirang ,27.3584422,92.240888
5258,ARUNACHAL PRADESH,West Kameng,Nafra ,Sanchipam,27.359323,92.595879
5259,ARUNACHAL PRADESH,West Kameng,Thrizino ,Husago,27.362112,92.759018
5260,ARUNACHAL PRADESH,West Kameng,Dirang ,Lungrom,27.366711,92.154907
5261,ARUNACHAL PRADESH,West Kameng,Dirang ,Khawshing Village,27.368534,92.349914
5262,ARUNACHAL PRADESH,West Kameng,Nafra ,Rurang,27.36861,92.501152
5263,ARUNACHAL PRADESH,West Kameng,Thembang ,Gonthung,27.36865,92.426941
5264,ARUNACHAL PRADESH,West Kameng,Dirang ,Lish Village,27.3689,92.248222
5265,ARUNACHAL PRADESH,West Kameng,Nafra ,Nafra H.Q.,27.369816,92.560623
5266,ARUNACHAL PRADESH,West Kameng,Dirang ,Lish Gompache Vill.,27.370907,92.23642
5267,ARUNACHAL PRADESH,West Kameng,Nafra ,Nafra ,27.3723244,92.5457954
5268,ARUNACHAL PRADESH,West Kameng,Nafra ,Longtin,27.373478,92.576874
5269,ARUNACHAL PRADESH,West Kameng,Nafra ,Upper Dzang,27.377079,92.565575
5270,ARUNACHAL PRADESH,West Kameng,Thembang ,Pangma,27.3799577,92.3829048
5271,ARUNACHAL PRADESH,West Kameng,Dirang ,Rama Camp,27.38007,92.200821
5272,ARUNACHAL PRADESH,West Kameng,Dirang ,Khalibok,27.380539,92.32296
5273,ARUNACHAL PRADESH,West Kameng,Thembang ,Chandar,27.3846237,92.3455863
5274,ARUNACHAL PRADESH,West Kameng,Thembang ,Semnak,27.3850077,92.3736625
5275,ARUNACHAL PRADESH,West Kameng,Nafra ,Lapusa,27.386492,92.649429
5276,ARUNACHAL PRADESH,West Kameng,Nafra ,Nijung,27.386522,92.638771
5277,ARUNACHAL PRADESH,West Kameng,Dirang ,Cher Village,27.390392,92.321495
5278,ARUNACHAL PRADESH,West Kameng,Nafra ,Ditchik,27.39143,92.510452
5279,ARUNACHAL PRADESH,West Kameng,Dirang ,Rungja Village,27.3920984,92.3786297
5280,ARUNACHAL PRADESH,West Kameng,Dirang ,Phudung Village,27.394157,92.353859
5281,ARUNACHAL PRADESH,West Kameng,Nafra ,Nachibon,27.395483,92.553276
5282,ARUNACHAL PRADESH,West Kameng,Dirang ,Lachang,27.397381,92.392067
5283,ARUNACHAL PRADESH,West Kameng,Dirang ,Bishum Village,27.400324,92.340599
5284,ARUNACHAL PRADESH,West Kameng,Nafra ,Challan,27.400761,92.7748639
5285,ARUNACHAL PRADESH,West Kameng,Dirang ,Dirme,27.402212,92.150909
5286,ARUNACHAL PRADESH,West Kameng,Nafra ,Nakhu,27.403158,92.560463
5287,ARUNACHAL PRADESH,West Kameng,Dirang ,Khendahrong Vill.,27.403828,92.328445
5288,ARUNACHAL PRADESH,West Kameng,Dirang ,Sangti,27.403841,92.304741
5289,ARUNACHAL PRADESH,West Kameng,Nafra ,Khazalang,27.405563,92.660591
5290,ARUNACHAL PRADESH,West Kameng,Dirang ,Khassow Village,27.406349,92.381332
5291,ARUNACHAL PRADESH,West Kameng,Dirang ,Melongkang Vill.,27.407459,92.1634289
5292,ARUNACHAL PRADESH,West Kameng,Dirang ,Rungjapan Village,27.414059,92.3625409
5293,ARUNACHAL PRADESH,West Kameng,Thembang ,Lagam,27.415071,92.40683
5294,ARUNACHAL PRADESH,West Kameng,Dirang ,Chug,27.417772,92.2343439
5295,ARUNACHAL PRADESH,West Kameng,Dirang ,Nyukmadung,27.418125,92.1321354
5296,ARUNACHAL PRADESH,West Kameng,Nafra ,Janaching,27.419048,92.7766879
5297,ARUNACHAL PRADESH,West Kameng,Dirang ,Samtu Village,27.423168,92.243027
5298,ARUNACHAL PRADESH,West Kameng,Dirang ,Dundri,27.426059,92.1171028
5299,ARUNACHAL PRADESH,West Kameng,Dirang ,Donglok,27.426489,92.247368
5300,ARUNACHAL PRADESH,West Kameng,Dirang ,Changpa Village,27.428913,92.2848659
5301,ARUNACHAL PRADESH,West Kameng,Nafra ,Mathow,27.429743,92.490357
5302,ARUNACHAL PRADESH,West Kameng,Dirang ,Laphiak Village,27.431156,92.265449
5303,ARUNACHAL PRADESH,West Kameng,Nafra ,Najang,27.431583,92.5662
5304,ARUNACHAL PRADESH,West Kameng,Nafra ,Chillang,27.432108,92.518814
5305,ARUNACHAL PRADESH,West Kameng,Nafra ,Dibbin,27.435947,92.535111
5306,ARUNACHAL PRADESH,West Kameng,Nafra ,Silimathung,27.443114,92.4799479
5307,ARUNACHAL PRADESH,West Kameng,Dirang ,Senge,27.4476659,92.1198635
5308,ARUNACHAL PRADESH,West Kameng,Nafra ,Bulu,27.448866,92.46682
5309,ARUNACHAL PRADESH,West Kameng,Nafra ,Dishing,27.465237,92.5297779
5310,ARUNACHAL PRADESH,West Kameng,Nafra ,Dillung,27.478529,92.534073
5311,ARUNACHAL PRADESH,West Kameng,Nafra ,Dibirick,27.480036,92.561356
5312,ARUNACHAL PRADESH,West Kameng,Nafra ,Wothung,27.482969,92.548576
5313,ARUNACHAL PRADESH,West Kameng,Nafra ,West Sachung,27.602756,92.754524
5315,ARUNACHAL PRADESH,West Siang,Gensi ,Gensi ,27.8411644,94.6329106
5317,ARUNACHAL PRADESH,West Siang,Likabali ,Likabali Check Post,27.9069906,94.7411348
5318,ARUNACHAL PRADESH,West Siang,Bagra ,Ngomdir,28.036501,94.815399
5320,ARUNACHAL PRADESH,West Siang,Basar ,Angu,28.041321,94.735207
5321,ARUNACHAL PRADESH,West Siang,Bagra ,Bagra Higi,28.060381,94.743492
5322,ARUNACHAL PRADESH,West Siang,Bagra ,Bagra Pigi Mango,28.064142,94.733345
5323,ARUNACHAL PRADESH,West Siang,Mechuka,Pak,28.0644156,95.3273928
5324,ARUNACHAL PRADESH,West Siang,Bagra ,Bagra ,28.067553,94.758995
5326,ARUNACHAL PRADESH,West Siang,Bagra ,Bagra Lipu,28.071459,94.732392
5327,ARUNACHAL PRADESH,West Siang,Aalo ,Pushi Nyorak,28.07724,94.681831
5328,ARUNACHAL PRADESH,West Siang,Bagra ,Nigmoi,28.080267,94.795288
5330,ARUNACHAL PRADESH,West Siang,Pidi,Pidi,28.091009,94.659706
5332,ARUNACHAL PRADESH,West Siang,Aalo ,Berom Rime,28.09383,94.673134
5333,ARUNACHAL PRADESH,West Siang,Aalo ,Tabasora,28.108845,94.649223
5334,ARUNACHAL PRADESH,West Siang,Aalo ,Pakam,28.123917,94.798729
5335,ARUNACHAL PRADESH,West Siang,Aalo ,Dasi,28.126286,94.654511
5337,ARUNACHAL PRADESH,West Siang,Aalo ,Darka,28.1304569,94.784321
5338,ARUNACHAL PRADESH,West Siang,Aalo ,Yoji - Yora,28.132206,94.798416
5339,ARUNACHAL PRADESH,West Siang,Aalo ,Kugi Pomse,28.13693,94.711701
5341,ARUNACHAL PRADESH,West Siang,Likabali ,Likabali H.Q.,28.1413878,94.7865754
5342,ARUNACHAL PRADESH,West Siang,Aalo ,Rigo,28.144394,94.757347
5343,ARUNACHAL PRADESH,West Siang,Aalo ,Panya,28.1469582,94.802671
5344,ARUNACHAL PRADESH,West Siang,Aalo ,Biru (including Reyi Camp),28.147254,94.7484518
5734,ARUNACHAL PRADESH,West Siang,Aalo ,Bogdo,28.151288,94.7873791
5735,ARUNACHAL PRADESH,West Siang,Aalo ,Ragyi,28.151583,94.758934
5736,ARUNACHAL PRADESH,West Siang,Aalo ,Dego,28.15163,94.822128
5737,ARUNACHAL PRADESH,West Siang,Aalo ,Kugi Pomte,28.154333,94.715523
5738,ARUNACHAL PRADESH,West Siang,Aalo ,Kamdi,28.154741,94.754837
5739,ARUNACHAL PRADESH,West Siang,Aalo ,Ranaghat,28.156321,94.76226
5740,ARUNACHAL PRADESH,West Siang,Liromoba ,Biru,28.1574578,94.8370021
5742,ARUNACHAL PRADESH,West Siang,Monigong ,Gahglong,28.1627836,94.8054142
5743,ARUNACHAL PRADESH,West Siang,Aalo ,Wak,28.165762,94.6969529
5744,ARUNACHAL PRADESH,West Siang,Aalo ,Pobdi,28.165825,94.72242
5745,ARUNACHAL PRADESH,West Siang,Aalo ,Logum Jini,28.17042,94.830917
5746,ARUNACHAL PRADESH,West Siang,Aalo ,Bene,28.171043,94.708527
5747,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Pessing,28.1723565,94.7891506
5748,ARUNACHAL PRADESH,West Siang,Aalo ,Eyi,28.173902,94.843613
5749,ARUNACHAL PRADESH,West Siang,Aalo ,Paya,28.176552,94.728226
5750,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Pangkeng,28.1826897,94.7711629
5751,ARUNACHAL PRADESH,West Siang,Aalo ,Kabu,28.1888948,94.7678642
5752,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Jomlo Mongku,28.189142,94.808907
5753,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Jomlo Bari,28.192442,94.801361
5755,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Jomlo Mobuk ,28.197407,94.795212
5756,ARUNACHAL PRADESH,West Siang,Kamba,Nomuk,28.210621,94.656937
5757,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Sipeng,28.211769,94.740074
5758,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Model,28.21298,94.878441
5759,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Beging,28.213545,94.868713
5760,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Gebo,28.215942,94.80333
5761,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Ralung,28.216251,94.88665
5763,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Damda Debuk,28.2192,94.9007869
5764,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Mori,28.223156,94.806351
5765,ARUNACHAL PRADESH,West Siang,Jomlo Mobuk ,Damda Deku,28.22455,94.907394
5766,ARUNACHAL PRADESH,West Siang,Likabali ,Silli,28.231348,95.132164
5767,ARUNACHAL PRADESH,West Siang,Kamba,Kamba H.Q.,28.235834,94.6623
5768,ARUNACHAL PRADESH,West Siang,Pidi,Karo,28.2397845,95.0186559
5769,ARUNACHAL PRADESH,West Siang,Kamba,Kamba,28.24288,94.69117
5770,ARUNACHAL PRADESH,West Siang,Kamba,Karga,28.247242,94.651596
5771,ARUNACHAL PRADESH,West Siang,Tato ,V.B. Camp,28.251587,95.13633
5772,ARUNACHAL PRADESH,West Siang,Rumgong,Rumgong H.Q.,28.254023,94.862373
5773,ARUNACHAL PRADESH,West Siang,Kamba,Kamki,28.2549,94.658798
5774,ARUNACHAL PRADESH,West Siang,Kaying ,Kaying ,28.2604356,94.6812086
5777,ARUNACHAL PRADESH,West Siang,Rumgong,Jomo,28.262428,94.830063
5778,ARUNACHAL PRADESH,West Siang,Kamba,Ravi,28.262559,94.656414
5779,ARUNACHAL PRADESH,West Siang,Rumgong,Mopung,28.291256,94.831375
5780,ARUNACHAL PRADESH,West Siang,Rumgong,Rumgong,28.3109465,94.8871505
5782,ARUNACHAL PRADESH,West Siang,Rumgong,Molom,28.3157756,94.8021092
5783,ARUNACHAL PRADESH,West Siang,Rumgong,Yogong,28.335367,94.848373
5784,ARUNACHAL PRADESH,West Siang,West Siang,West Siang,28.4119208,95.0130453
5785,ARUNACHAL PRADESH,West Siang,Payum ,Mega,28.465418,94.660523
5786,ARUNACHAL PRADESH,West Siang,Payum ,Bogu,28.501354,94.647949
5788,ARUNACHAL PRADESH,West Siang,Payum ,Payum ,28.550894,94.646736
5790,ARUNACHAL PRADESH,West Siang,Payum ,Gasheng,28.612553,94.636543
5791,ARUNACHAL PRADESH,West Siang,Payum ,Gate,28.619183,94.603981
5792,ARUNACHAL PRADESH,West Siang,Monigong ,Jereling,28.7723677,94.3513749
5793,ARUNACHAL PRADESH,West Siang,Monigong ,Simuging,28.814592,95.128159
5794,ARUNACHAL PRADESH,West Siang,Monigong ,Sukudom,28.851843,94.350273
5795,ARUNACHAL PRADESH,West Siang,Basar ,Basar ,28.9943325,94.8976922
